RegionID,SizeRank,RegionName,State,CountyName,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31
31894,2878,Guyton,GA,Effingham County,220554,221963,223430,224661,225156,224977,224886,225550,227122,229150,231222,233373,235832,238732,241779,245045,248603,252691,256862,260615,264013,267578,271674,276139,280865,285864,290587,295323,299568,304173,307600,310174,311504,312895,313900,314433,314814,315944,318357,321373,324465,327227,329384,331232,332647,333898,335376,337238,339708,342392,345265,347804,350021,351875,353355,354698,355769,356714,356968,357156,357667,358591,359064,359450,359418,359043,357968,357113,356804,356957,357208,357251
13257,2890,Perry,GA,Houston County,169728,170656,171835,172863,173476,173836,174255,175178,176558,178280,180250,181935,183609,185239,187236,189132,191491,193892,196243,198023,199392,200998,202967,205235,208456,212345,217028,221198,224860,227893,230328,232036,233327,234724,236130,237188,237458,237736,238700,240194,242007,243643,245169,246558,247697,248884,249932,250600,251192,251704,252619,253585,254332,254807,255138,255798,256510,257294,257944,259007,260393,261469,261774,261626,261772,262306,263015,263687,264654,265595,266506,267343
32208,2921,Jasper,GA,Pickens County,239980,241769,243316,244584,245288,245745,246534,248669,252603,257306,262502,267505,272414,277586,283087,289361,296067,303074,309115,313916,317301,321137,325645,330933,336997,343135,349561,356193,363168,369741,373730,374515,372966,370958,369196,367290,365864,365881,367566,369846,372163,374318,376091,377752,379705,381990,383990,385065,385497,385903,387258,389351,391698,392909,393618,394382,395580,395993,395332,394573,394158,394193,394007,394211,394342,394182,393681,393240,393983,395518,397396,398691
23898,3000,Byron,GA,Peach County,167141,168169,169089,169776,169912,169976,170373,171510,173146,174998,176892,178569,180015,181481,183189,185442,188390,191713,194738,197082,198943,200806,202898,205258,208498,212460,216483,220091,223291,226719,229576,231649,232655,233361,233838,234242,234314,234427,235228,236654,238236,239702,241001,242535,243848,245166,246166,246558,246718,246757,247371,247881,248369,248700,249031,249378,249606,249947,250411,251338,252369,253181,253411,253586,254050,254619,255063,255347,255866,256507,257116,257763
52779,3008,Kingsland,GA,Camden County,176716,178043,179308,180126,180504,180755,181372,182921,185211,188169,191425,194777,197859,200667,203245,205820,208682,211743,214765,217324,219602,222012,224745,227421,230743,234550,238928,243279,247335,251493,254651,256853,257960,258922,259636,260274,261134,262494,264340,266417,268903,271553,273867,275809,277281,278529,279286,279498,279504,279900,281059,282467,283767,284629,285266,285824,286360,286836,287318,288185,289092,289807,289905,290161,290505,290797,290464,289947,289728,289911,290385,290759
55057,3042,Watkinsville,GA,Oconee County,329271,331470,333669,335449,336190,336378,336964,339059,343145,348207,353700,358996,364143,369640,374472,379746,385877,392374,398333,402557,406631,411250,417181,423911,431439,439324,447430,455468,462225,467144,468612,467452,464665,462431,460170,458233,456997,457227,459005,460743,463741,466958,470197,472599,474790,477187,480114,483678,487134,490608,494478,498997,501925,503175,502760,502968,503710,505458,507362,509096,510834,511479,511240,510250,509094,508049,507524,508063,509070,509508,509703,509761
11249,3060,Eatonton,GA,Putnam County,233214,234820,236546,238049,239103,239860,241658,245205,250227,255602,261174,267119,273436,279335,284706,290539,297772,306051,314023,320197,324824,329326,334936,340943,346901,351685,355802,359571,363708,368152,370103,369712,367376,365354,362908,359533,356485,355696,357150,359876,361862,364220,366305,368563,370613,372490,374297,375297,374458,372936,372006,373219,376154,379440,381696,382836,383900,385139,385157,385003,384798,385382,385094,385090,385634,386035,386411,385846,386276,386619,387338,387740
51223,3109,Cairo,GA,Grady County,124023,124675,125660,127157,128724,129741,130707,132137,134509,136947,138977,139902,140829,141828,143000,143965,145297,147444,150058,152096,153671,155200,157249,159067,161137,163264,165046,166274,166727,167726,168325,168874,168694,168671,168490,168127,167657,167705,168677,170037,171287,172399,173133,173543,173795,173846,173828,173247,172885,172873,173890,175555,177051,178115,178327,178869,178962,179116,178123,177541,176782,176311,175080,173268,171715,170550,169995,169573,169030,168612,168407,168747
11982,3119,Hoschton,GA,Jackson County,320626,321997,323288,324420,324691,324820,324977,326306,328593,331726,335301,339106,343185,347843,352871,358666,365172,372359,379416,385406,390859,396296,402762,409782,417947,427216,436849,446362,454310,461537,466043,467840,466838,465484,463981,462329,460377,458566,458114,458688,460595,462618,464659,466443,468495,470667,472586,474096,475516,477419,479962,482342,483998,484207,483978,484248,485127,486130,487115,488170,488990,489150,488294,487459,486183,484864,483352,482525,482644,483126,483512,483690
48085,3176,Union City,GA,Fulton County,154477,155921,157517,158903,159445,159564,159954,161064,162885,165309,168174,170999,173822,176885,180870,185068,188998,192809,196586,200677,204698,209145,214116,219666,226811,234742,243151,250334,256386,261014,263741,264956,264996,264803,264407,263689,262672,262007,261857,261946,261405,260909,260636,261352,261779,262059,261856,261581,261780,261961,262960,263709,264185,263858,263012,262099,260777,259085,257295,255795,254717,253399,251857,250141,248579,246997,245596,244200,242775,241083,239655,238268
52838,3212,Lafayette,GA,Walker County,138587,139204,140291,141662,142739,143735,145627,148324,151599,154426,156847,158954,160842,162861,165119,167769,170332,173044,175358,177350,178485,179826,181613,183546,186035,188620,190808,192148,192815,194511,196460,197820,197857,197659,197682,197456,196567,196025,196891,199170,201882,204171,205835,207403,209038,210079,210566,210681,210677,210399,210737,211903,213568,214803,215616,216102,216125,215682,215037,214865,214822,214484,213432,212582,212178,212436,212886,213332,213277,212938,212721,212882
30522,3248,Bonaire,GA,Houston County,192656,193484,194737,195722,196191,196338,196659,197582,198969,200721,202650,204181,205638,207206,209151,211357,214115,217231,220181,222768,225059,227705,230487,233549,237000,240794,244711,248432,251439,254104,255961,257640,258846,260149,261012,261427,261264,261234,261860,263104,264862,266659,268148,269456,270549,271587,272396,273075,274012,275171,276377,277288,277739,277983,278327,279042,279832,280648,281431,282743,284406,285605,285874,285690,285704,286181,286826,287626,288610,289624,290772,291940
50388,3275,Cordele,GA,Crisp County,93822,93910,94243,95279,96188,96999,97518,98512,100266,102357,104161,105063,105775,106531,107671,109012,110432,112417,113699,114399,114099,114254,115471,116938,119602,122875,126077,128093,128675,129683,130409,131057,131413,132128,132678,132867,131647,130550,129828,130681,132278,133807,135133,135871,136590,136609,136908,136633,136255,135463,135526,136440,137891,139043,139442,139395,138543,138022,137620,137992,138127,137881,136783,135097,133340,132138,131831,131878,131915,131641,131410,131723
8981,3284,Rockmart,GA,Polk County,141730,143245,144738,146286,147416,148183,148779,150134,152360,155317,158599,161939,165428,169106,172897,176779,180782,185067,188777,191626,193524,195970,199079,202748,207609,213622,220085,225605,230115,234645,238396,241150,242249,242462,241997,240978,239176,237506,236842,237374,238374,239752,241219,243032,244643,246017,246699,246759,246812,247442,248854,250663,252349,253517,254434,255130,255656,255600,255042,254699,254381,253771,252425,251004,250015,249162,248338,247617,247051,246942,247143,247871
33748,3315,Rossville,GA,Walker County,125571,125931,126725,128797,130663,132208,133339,135109,137679,140759,143228,145558,147856,150499,153596,156587,159821,163511,167238,170454,172186,173917,175982,178152,181177,184229,187357,189142,189858,190933,192621,193726,193110,192242,191515,190901,189557,188204,188340,189347,191432,192506,193816,194945,196388,196918,198143,199676,201358,202211,203701,205676,207680,208533,209457,210462,211718,212548,213237,213935,213892,213023,211839,211183,210655,209885,209226,209136,209497,209739,210090,210543
24715,3317,Fitzgerald,GA,Ben Hill County,77848,78214,79093,80204,80837,81069,81407,82306,84011,86086,88139,89689,91208,92758,94414,95833,97516,99508,100409,100668,100706,102632,105403,108256,111734,115347,118113,119225,119854,121578,123762,125601,126735,127254,127023,125595,122921,119929,118664,119224,121102,122642,123697,124151,124115,123394,122625,122128,122189,122762,124014,125642,126808,127436,127804,128106,128096,127942,127522,127793,127445,127254,126398,126034,126199,126493,126572,126078,125068,124065,123032,122199
4782,3321,Fort Valley,GA,Peach County,98062,98630,99770,101456,102723,103502,104192,105552,107597,109684,111611,113259,114663,115751,116795,118129,120081,122742,124420,124993,124343,124505,125287,126293,128649,132024,135408,137502,139127,141977,144697,146465,147167,147506,147771,147414,146026,145094,144740,146196,147297,148609,149635,150967,151863,152451,153308,153816,153910,153433,154181,155696,157382,158251,158172,157859,157310,156803,156315,156271,156625,157091,156518,154655,152188,149964,149082,149009,149661,150186,150557,151022
37982,3340,Commerce,GA,Jackson County,187592,189499,191382,193211,194083,194367,194754,196320,199173,202533,206052,209425,213043,217378,222295,227306,231980,236672,240837,244250,246901,249905,254119,258854,265067,271939,278644,283891,287305,290548,292531,292988,291732,290234,289077,287944,286944,286386,286921,288213,289932,291651,293305,294998,296870,298749,300482,302264,304036,306097,308078,310078,311696,312805,313695,314471,315212,315740,316762,318481,320338,321450,321259,320505,319768,319441,319459,319742,320554,321794,323474,324898
33941,3371,Senoia,GA,Coweta County,306205,308573,311251,313715,314916,315404,316045,318199,321588,325596,329634,333696,338114,343408,348789,354248,359662,365178,370299,374626,378704,383326,388909,395054,402527,411046,420084,428723,435510,440962,443819,444894,444499,444282,444420,444483,444972,446095,449315,452906,457308,460984,463840,465693,467084,469354,472727,476706,479962,482304,484357,486616,488043,488609,488447,488791,489806,491396,493416,494626,495817,497109,498668,500396,501471,502461,503084,505189,507852,509914,510131,509575
7032,3414,Sharpsburg,GA,Coweta County,276692,278425,280179,281474,281784,281592,281738,282953,285515,288413,291395,293954,297094,300717,304872,309294,314537,320262,325485,329456,332388,335809,340500,346208,353590,361654,370046,377806,383971,388802,390716,390894,390066,389814,389966,389358,388826,388985,391560,394702,398803,402024,404807,406985,409028,411339,413130,414892,416221,417877,419344,420331,420511,420106,419774,419191,418943,418640,418535,418127,418229,419137,420019,420381,419873,419285,418759,419013,420067,421071,421192,420550
29455,3523,Temple,GA,Carroll County,165740,166964,168078,169025,169747,170417,171427,173182,175856,178909,182161,185456,188821,192351,196144,200348,204774,209163,213317,217154,221041,224895,229131,233311,238768,244706,251221,257414,263283,268676,272462,274583,274792,274008,272500,270714,268755,267585,267361,268101,268988,270310,271789,273682,275557,277234,278531,279350,279907,280616,281451,282161,282598,283018,283717,284216,284188,283429,282568,282076,281925,281609,280667,279795,279077,278784,278547,278556,278638,278665,278583,278428
17427,3549,Chickamauga,GA,Walker County,167818,168561,169642,170717,171144,171450,172223,173855,176389,179170,182180,185039,188303,191370,194510,197409,200571,203926,206769,208911,209957,211100,212948,215587,219453,223594,227141,229896,231243,232792,233665,234047,233616,233292,233695,234307,234669,234978,236339,238582,241456,243932,245829,247505,248686,249418,249690,250044,250463,250803,252016,253824,256021,257441,258160,258134,257726,257330,256974,257043,256996,256892,256325,256269,256563,257082,257447,257688,258039,258317,258891,259538
27407,3677,Thomson,GA,McDuffie County,123775,124321,125008,125880,126495,127146,127831,129560,131806,134160,136130,137569,138998,140655,142567,144842,146797,148956,150009,150579,150463,151414,153218,155386,158542,162441,166203,168718,169938,171511,172949,174159,175261,176367,177518,177846,176756,175089,173952,174585,176391,177976,179454,181308,184012,186319,187602,187834,187814,188311,189915,191780,193366,193789,193482,193164,193250,193932,194496,195489,196126,195909,194020,191261,189196,188029,188485,189001,190148,191454,193280,194879
29611,3701,Saint Simons Island,GA,Glynn County,468197,470893,472730,473385,472184,470478,470008,471865,476422,481346,487585,494094,502061,509742,517652,525733,534906,542898,549967,554417,558899,564120,572173,581741,592849,604198,616538,630445,645139,659147,668362,671725,670739,669923,671604,675625,678839,680648,682739,685451,688934,693028,697690,702708,707579,712009,716965,721804,725248,728078,733080,739898,747651,752305,754743,756032,757502,761490,765625,769100,770463,771703,772596,772824,773025,773044,773297,772112,772591,775270,778910,781705
22659,3768,Summerville,GA,Chattooga County,111640,111831,112815,114108,114935,115677,116897,119196,122751,126207,129177,131082,133337,135845,138800,141878,144281,146636,148460,149956,150711,151678,153681,156044,159161,162317,164998,166838,168084,170149,172466,174167,174554,173803,172443,170980,169221,167695,167205,167675,168821,169996,170964,171820,172484,173068,173757,174016,174130,174126,175099,176566,178159,178817,178805,177719,176276,175202,174984,175753,177011,178280,178559,177515,176240,175011,174313,174087,173993,174671,175349,176382
18149,3774,Forsyth,GA,Monroe County,207988,209590,211265,212710,213506,214007,214781,216562,219210,222371,225661,228716,231665,234175,236469,239137,243231,247277,250275,251690,252484,253881,255793,258375,262234,266627,270456,273404,275401,278503,280653,281889,281489,280576,279514,278849,278546,278709,279314,281005,283526,286080,287767,288714,288990,288981,289141,289719,289632,289442,289943,291982,294368,296543,298266,300183,301476,302601,302919,304111,305580,307210,307458,307125,306956,307099,307697,308257,308975,309688,310881,312496
41949,3814,Braselton,GA,Jackson County,287461,289488,291551,293233,293687,293658,293762,295286,298034,301832,305889,309996,314319,319245,324677,330286,336384,342424,348648,354263,360506,367320,375184,383279,392077,401204,411038,420623,429234,436167,439955,440878,439533,438175,436539,434958,433412,432666,432610,433096,434108,435585,436924,438238,439453,440363,440612,440549,440382,440951,441822,443054,444011,443963,443459,442973,443166,443754,444532,445131,445514,445281,444526,443837,442889,442249,441720,441881,442348,442627,442668,442712
25355,3827,Kathleen,GA,Houston County,239423,240277,241465,242291,242393,242356,242865,244278,246241,248399,250702,252793,255038,257411,260044,262868,266305,270016,273741,277133,280407,283712,287130,290802,294886,299393,304223,309050,313437,317270,320150,322079,323333,324552,325388,325590,325046,324713,325213,326501,328708,331172,333694,335912,337737,339115,340205,340948,341910,343092,344948,346752,347453,347351,347117,347862,349031,350354,351396,352514,353615,354331,354203,353946,353886,354311,354647,355113,355840,356685,357606,358487
15152,3828,Eastman,GA,Dodge County,102760,103286,103804,104793,105922,106869,107818,109183,111475,113972,116028,117628,119301,121108,122863,124681,126644,129681,132404,134563,135503,136884,139069,140913,142568,143802,144225,144091,143364,143841,144642,145408,145301,144712,144009,143419,142474,142228,142470,143819,144750,145723,146160,146136,146219,145706,145396,144108,143154,142800,143720,145242,146681,147811,148752,149768,149679,148740,146573,145122,143797,142899,141595,139931,138703,137677,137490,137284,137283,137622,138976,140960
27686,3893,Vidalia,GA,Toombs County,117105,116784,116882,117300,117673,117947,118433,119603,121606,123628,125098,125575,126503,127697,129102,130319,132064,134318,136679,138460,140057,141980,144764,147487,150009,152066,153326,154456,155054,156453,157482,158006,157469,156669,155862,155035,153861,152987,153268,154602,156731,158468,159725,160437,161679,163533,165500,166949,167543,168210,169414,170895,172606,174064,175049,175202,174576,174317,174578,175654,176383,176659,176010,175658,175736,176565,177799,178906,179250,179366,179503,180252
44188,3949,Blackshear,GA,Pierce County,133850,134314,135433,137378,138900,139742,140579,142299,145098,147682,149640,150592,151756,152964,154727,156636,158781,160934,162489,163369,163555,164496,166369,168827,171738,174559,176855,178740,180071,181865,183038,183941,183950,184469,185082,186027,186282,186827,188635,191116,193851,195554,197089,198668,200594,202089,203278,203532,203198,202666,202974,204392,205908,207114,207565,207973,208481,209795,211257,212879,213912,214008,212571,210189,208327,207769,208688,210382,212624,214812,216671,218289
21524,4064,Bogart,GA,Oconee County,304718,307303,309756,311524,312146,312424,312842,314585,317737,321921,326547,330974,335590,340472,344966,349130,353891,359415,365372,370281,375065,380235,386562,393532,400990,408536,415536,422144,427618,432415,434796,434947,433703,432875,432168,431327,430572,430810,431983,433543,435243,437143,438942,440936,442939,444741,446197,447374,448513,450448,453658,457346,459896,460534,460140,460188,460634,461848,463327,465432,467549,468866,469397,469557,469477,469179,469133,469496,470078,469976,469590,469108
37964,4081,College Park,GA,Fulton County,205795,208357,211305,214055,214902,214751,214270,215575,218912,222878,227156,231224,235972,241484,247371,253139,258677,263950,267476,268971,269134,269884,271847,274722,280880,289177,298269,305485,310232,314135,315946,315855,313810,311906,309873,307307,304588,302844,302398,302313,302167,301680,301378,301821,303121,304755,305763,306019,306359,307703,309827,311947,312651,312374,311348,310575,309614,308188,306231,304131,302687,301792,300727,299049,296970,294996,293416,292033,290541,288044,285796,284167
5741,4100,Lyons,GA,Toombs County,103709,103394,103427,104040,104565,105014,105597,106995,109182,111364,112740,113374,114464,115994,117599,118973,120424,122378,124248,125854,126849,128309,130365,132604,134665,136198,136691,136921,136741,137463,137665,137491,136046,134585,133085,132199,131075,130417,131239,133303,136087,138069,139374,139823,140494,141562,143116,144041,144150,144352,145608,147820,150449,152701,154230,154750,154483,154372,154286,154755,154677,154359,153525,153014,153295,153830,154976,156169,157067,157939,158619,159487
15479,4119,Hartwell,GA,Hart County,191190,193803,196356,197590,197789,197456,197719,199296,202543,207128,212415,217982,223744,230461,236669,242712,247697,252085,254374,254805,254721,255629,258407,262091,267688,273915,279354,283356,285407,288585,290229,291263,289769,287707,285320,282408,279468,277253,277742,279798,282543,285127,287406,289317,290466,291857,293124,293788,293566,293308,294087,295932,298717,301140,303150,305003,307249,308691,308784,308691,309260,309601,309006,308177,308079,307737,306712,305308,304946,305213,305835,306266
3796,4137,Bremen,GA,Haralson County,170552,172266,174072,175620,176265,176562,177502,179206,181863,184563,187465,190499,193823,197518,200995,204268,207813,211770,214837,216731,217942,219956,222925,225705,230306,235760,241988,247248,251392,255333,257487,258544,258262,257726,256785,255684,253741,252485,251983,253001,254434,256089,258306,260813,263381,265373,266691,267969,269351,271180,272964,274669,275980,276639,277022,277021,277036,276855,276808,277544,278605,279346,279142,278747,278853,279246,279687,279837,279992,280129,280590,280867
26739,4145,Rex,GA,Clayton County,145987,147840,149789,151564,152553,153176,153861,155141,156984,159039,161653,164324,167441,170601,174188,177746,181740,186505,191339,195697,199241,202606,206392,210624,217148,224421,232506,239287,244958,249301,251663,252288,251284,249539,247771,246213,245376,245687,246995,247937,248401,248980,249998,251362,252196,253117,253476,253771,254014,254520,255478,256292,257145,256709,255754,254055,252628,251141,249719,248499,247352,246143,244350,242045,239719,237391,235697,234435,233637,232867,232039,231319
3312,4191,Adairsville,GA,Bartow County,178829,180431,182127,183391,184120,184671,185819,187929,191008,194497,197819,200821,203957,207551,211145,214445,217825,221593,224986,227556,229401,231615,234527,238092,243115,248965,255214,260849,265793,270458,273539,275009,274693,274244,273618,273025,271896,271306,271420,272515,273921,275461,276754,278340,279892,281339,281995,282512,283298,284575,286073,287426,288822,289875,291032,291840,292447,292493,292170,292069,292180,292398,292067,291354,290759,290630,290972,291350,291811,292257,292790,293458
55665,4201,Hazlehurst,GA,Jeff Davis County,93575,93432,93509,94761,95962,97191,98222,99999,101723,103115,103625,103928,104289,105273,106441,107813,109244,111495,113430,114620,114569,115182,116524,118328,120827,123530,125141,125582,125710,127617,129321,130088,129746,129942,130701,130877,129795,128109,127064,127135,128051,129013,130335,131926,134132,135723,137374,138188,138135,137234,137529,138346,139708,140228,140621,140355,139634,139080,138519,138519,137964,136736,134752,132962,132615,132968,134048,135758,137592,139573,140537,141128
50992,4218,Bethlehem,GA,Barrow County,214224,215921,217281,218445,219098,219641,220559,222520,225460,229255,233449,237803,241913,246130,250503,255392,260777,266812,272694,277930,282955,288578,295113,301803,309380,317125,325127,332561,339620,345903,350056,351663,350990,349374,347276,344746,342188,340303,340313,341603,344197,346771,349184,351096,353070,354578,355808,356712,357652,359027,360711,362566,363601,364111,364534,365187,365715,365712,365484,364968,364640,364350,363695,363395,363108,363230,362622,362228,362061,362282,362189,361900
55067,4223,Waynesboro,GA,Burke County,116917,117515,118265,118851,119022,119265,120012,121450,123633,126064,128946,131547,133897,135631,137392,138848,140174,141957,143535,144938,145140,145704,146864,148399,151539,155473,158979,160187,159941,160354,161728,163134,163976,164398,164360,163918,162020,160153,159634,161488,164042,165825,166762,167472,167811,167250,166518,165401,164135,163082,163368,165043,167629,170206,172076,172743,172292,172036,171112,170433,169319,168297,166920,165881,166175,167293,169174,170738,172367,173776,175835,177884
4985,4249,Greensboro,GA,Greene County,443365,444450,445495,447061,448180,449006,450777,454703,461830,470555,481444,491654,501625,512098,522702,536751,552166,569731,583918,593318,598548,604607,613155,623217,633808,643875,654468,664971,675945,684999,687074,683529,677539,674201,671620,668679,664244,661147,660846,664459,669578,674696,679102,683247,687515,690352,690509,688064,683354,678792,677063,678651,683356,687571,691039,694744,698471,702960,705203,706860,707691,708801,709389,709293,709300,709648,711431,713012,715903,717847,720439,722503
35130,4284,Auburn,GA,Barrow County,212743,214571,216325,217807,218652,219342,220391,222439,225416,229035,233265,237701,242345,247280,252650,258395,264127,270094,275275,279498,282707,286490,291538,297528,305297,313513,322460,330869,338551,344797,348257,349276,348387,346798,344765,342444,340408,339054,339547,341414,344604,347544,349894,351637,353111,354319,355098,355753,356535,357849,359326,360869,361690,361978,361961,362412,363049,363564,363796,363810,364231,364584,364764,364809,364577,364025,362703,361760,361336,361365,361263,360962
10279,4304,Baxley,GA,Appling County,115670,115304,114976,115823,117271,118817,120025,121463,123309,124483,125455,125924,127234,128929,130889,132707,134457,136389,137488,137440,136984,137260,138901,140918,143872,146699,148041,147394,146180,146632,148043,148772,147389,144795,142448,140324,138831,137898,139235,141941,145132,147258,148341,148209,148223,148340,149289,149772,149943,150193,151225,152878,154501,155824,156324,156445,155880,155699,155272,156049,156609,157052,155967,153949,151741,149542,148489,148396,149258,149584,149355,149281
23584,4314,Ball Ground,GA,Cherokee County,273036,274750,276417,277708,278303,278652,279121,281271,285079,289851,294798,299154,303612,308713,314517,320577,326984,334163,340604,345452,348864,352794,358148,364251,372840,382606,393152,401814,408459,413405,415407,414953,412740,411113,409849,408654,407536,407005,408581,411536,415593,419401,423224,427141,431121,434741,438659,441644,443500,444165,445394,447221,449074,450135,451207,452422,453809,454958,455505,455914,456106,456357,456096,455754,455366,455274,456157,457580,459856,461906,463623,464931
45539,4327,Gray,GA,Jones County,179015,180217,180805,181083,181222,181346,181889,183210,185278,187604,189830,191892,194125,196141,198108,200028,202418,205128,207776,209837,211228,212759,214637,216813,219610,223205,226822,230498,233896,237663,240280,241853,242643,243042,242884,242440,241947,242249,243024,244293,245633,247036,248109,248986,249410,250023,250383,250915,251175,251908,253527,255705,257753,259357,260518,261519,261579,261519,261755,263243,264638,265924,266367,267024,267404,267477,266876,265956,265396,265472,265991,266807
23748,4442,Blue Ridge,GA,Fannin County,317925,320565,322454,323867,324589,325623,326437,329198,334166,340786,349555,360083,371838,383953,396442,409154,423629,438119,451222,460986,467370,473322,479738,488430,499569,513337,526202,538146,545497,551027,549999,544481,536202,529371,523190,516316,509165,504286,502580,502789,504946,506766,507914,508611,510999,513662,515321,514349,511399,508622,508357,510507,513137,514816,515547,516675,517789,518838,516856,513729,510479,509072,508135,508192,508032,507438,505664,503483,502307,502599,503932,505243
46363,4486,Madison,GA,Morgan County,261565,263220,264883,266754,268262,269730,271617,274687,279515,285026,290971,295858,299983,303808,307310,311746,316954,323380,328914,332865,335156,337449,341299,346363,353564,360839,368198,375676,382346,388015,390467,390427,389142,387798,387410,387523,387855,388854,391271,394263,397179,399608,402407,405759,409182,412082,414365,416362,417328,418111,419528,421969,424104,424918,425301,425856,426299,426574,426312,426812,427422,427701,426721,425235,424139,424004,425341,427036,428676,430261,432775,435962
32847,4553,Midland,GA,Muscogee County,266562,268224,269759,270594,271019,271214,271769,273393,275318,277487,279737,282484,285949,289487,293182,296609,300197,303533,306412,309020,311709,315283,319640,324262,328904,333547,338348,343280,347257,350681,352105,352462,351315,350770,350518,350903,351360,352378,353770,354996,356111,357255,358525,359787,360867,362008,362891,363344,363200,363512,365002,366900,367831,368117,368461,369529,370719,372021,373053,373572,374062,374530,375055,375792,376696,377709,378162,378503,379187,380158,381317,382368
8235,4666,Clarkesville,GA,Habersham County,214091,216179,218181,219537,220106,220735,222142,224829,229022,234281,240301,246558,252141,257554,261956,266250,271532,277456,282650,284982,285513,286479,289032,292501,298300,305585,313173,319247,323164,326612,328197,328616,327806,326190,323997,320851,317656,315518,316641,320341,325797,330532,334735,337882,340967,342690,343571,343641,343687,343763,345125,348010,352207,354781,356000,356623,357314,358468,358692,359851,360911,361853,361382,361102,361626,362846,364399,366339,368930,370852,372075,372828
48830,4734,Barnesville,GA,Lamar County,134813,135798,136820,138349,139559,141003,142268,144872,148894,153410,157298,160043,162383,164832,167901,171244,174915,178523,180420,180676,179771,180642,182802,185775,190257,195744,201571,205472,208217,211195,214560,217271,218767,220305,221881,222833,221551,219852,219305,220602,222341,223905,225523,227751,230009,232367,234818,237099,238404,239125,240317,241918,243466,244225,244784,245112,244765,244602,244365,245301,246088,246825,246230,244732,242609,240820,239845,240151,241089,242523,243993,245666
24221,4929,Cornelia,GA,Habersham County,163235,164785,166342,167636,168608,169393,170581,172379,175131,178595,182526,186216,189261,192398,195573,198744,202200,206020,209560,211687,212658,213555,215347,217973,222854,228880,235540,241338,245875,250015,252794,254591,255120,255027,254493,252964,250338,248123,248501,252039,256981,261652,265200,267943,270190,271758,272825,273546,274321,275288,276491,278574,281155,283212,284544,285772,286902,287980,288733,290329,291594,291871,290710,289755,289952,290668,291567,292569,293955,295033,295591,296082
8877,5064,Oxford,GA,Newton County,217612,220166,222889,224955,225938,226393,227381,229826,233656,237733,241830,245622,249605,253968,258622,263784,268833,274036,278439,281789,284331,287181,291238,296169,302314,308448,313949,319068,323525,327811,330032,330485,329500,328284,327204,326176,325343,325079,325781,326641,327749,328976,330610,332734,334700,336051,336791,337491,338469,339797,341485,343517,345472,346614,347158,347388,347371,346840,345400,343894,342455,341056,339267,337487,335873,334788,334561,335090,335648,336166,336483,337138
34217,5124,Sylvester,GA,Worth County,117569,116760,116235,116612,117425,118039,118592,119541,121087,122492,123279,123516,123656,123579,123508,123774,125141,127510,130325,133077,135306,137721,140131,142499,144700,146490,146672,145975,145345,146315,147783,149259,150436,151259,151069,150138,149417,149146,149579,150423,152228,153230,153684,153525,155062,156995,159240,160827,161670,161992,162240,163712,164874,165716,165178,164362,162819,161822,161718,162553,163169,163336,162622,160982,159129,157742,157519,157241,157116,157512,159334,161743
22273,5161,Nashville,GA,Berrien County,113407,113846,114675,115989,117377,118450,119451,120926,123025,125280,127864,130306,132807,134548,136114,137968,140499,143896,146945,149319,150811,152744,155465,158496,161967,165239,167012,167230,166435,167174,168187,168862,168169,167049,166038,165090,164138,163616,164483,166323,168288,169609,170650,171411,172011,172282,172556,172554,172632,173121,174633,176638,179204,181011,182189,182895,183327,183847,183936,185066,186140,186736,186161,185230,184839,184652,184149,182997,182016,181681,181749,182212
31011,5163,Conley,GA,Dekalb County,152912,154311,155545,156562,156982,157065,157254,158281,160500,163486,166842,170181,173729,177377,181476,185576,189851,193936,196925,198709,200129,202385,205651,209338,214799,220881,227519,233313,238713,243212,245688,246447,245833,245082,243944,242620,241039,240316,240259,240852,241262,241725,242284,243212,243982,244517,244015,243724,243834,244770,245930,246900,247896,248457,248593,248333,247681,246517,244897,243044,241131,239195,236937,234461,232071,229876,228476,227632,227370,226913,226285,225368
